1-3,1-2,2-3
-0.0700000000000003,,
-0.04,0.0800000000000001,-0.12
0.0299999999999994,0.119999999999999,-0.0899999999999999
0.15,0.180000000000001,-0.0300000000000003
0.0800000000000001,0.0300000000000003,0.0499999999999998
0.140000000000001,0.0100000000000007,0.13
-0.0600000000000005,0.04,-0.100000000000001
-0.0100000000000007,0.0699999999999994,-0.0800000000000001
0.0599999999999996,0.14,-0.0800000000000001
-0.0699999999999994,-0.04,-0.0299999999999994
0.0999999999999996,0,0.0999999999999996
0.21,0.4,-0.19
0.12,0.14,-0.0199999999999996
0.390000000000001,0.130000000000001,0.26
0.0599999999999996,0.18,-0.12
0.04,0.13,-0.0899999999999999
0.0300000000000003,0.00999999999999979,0.0200000000000005
0.170000000000001,0.0700000000000003,0.100000000000001
0.100000000000001,0.0900000000000008,0.00999999999999979
0.17,0.12,0.0499999999999998
-0.0899999999999999,0.12,-0.21
0.100000000000001,-0.0199999999999996,0.12
0.0800000000000001,0.24,-0.16
0,0.04,-0.04
0.0200000000000005,-0.109999999999999,0.13
-0.04,-0.0199999999999996,-0.0200000000000005
-0.0800000000000001,0,-0.0800000000000001
0.0700000000000003,0.11,-0.04
0.0999999999999996,-0.0200000000000005,0.12
0.100000000000001,0.0600000000000005,0.04
0.0499999999999998,0.0199999999999996,0.0300000000000003
0.12,-0.0300000000000003,0.15
0.23,0.0699999999999994,0.16
0.14,0.0700000000000003,0.0699999999999994
0.0499999999999998,-0.0300000000000003,0.0800000000000001
0,0.0200000000000005,-0.0200000000000005
0.0499999999999998,0.0999999999999996,-0.0499999999999998
0,0.0300000000000003,-0.0300000000000003
0.0800000000000001,0.0300000000000003,0.0499999999999998
-0.04,0,-0.04
0.04,0.0499999999999998,-0.00999999999999979
0.0100000000000007,0.0300000000000003,-0.0199999999999996
0.0500000000000007,-0.00999999999999979,0.0600000000000005
0.00999999999999979,-0.0100000000000007,0.0200000000000005
-0.0600000000000005,0.0599999999999996,-0.12
-0.0299999999999994,0.0100000000000007,-0.04
0.0499999999999998,-0.0200000000000005,0.0700000000000003
0.0700000000000003,0.0199999999999996,0.0500000000000007
0.29,0.16,0.13
0,0.0500000000000007,-0.0500000000000007
0.350000000000001,0.220000000000001,0.13
0,-0.0200000000000005,0.0200000000000005
0.0999999999999996,0.0599999999999996,0.04
-0.0299999999999994,0.0500000000000007,-0.0800000000000001
0.0899999999999999,0.0899999999999999,0
0.21,0.0899999999999999,0.12
0.140000000000001,0.16,-0.0199999999999996
0.0800000000000001,0.44,-0.36
0.35,0.11,0.239999999999999
-0.0200000000000005,0.0199999999999996,-0.04
-0.0499999999999998,-0.0899999999999999,0.04
-0.11,-0.0800000000000001,-0.0300000000000003
0.0299999999999994,0.67,-0.640000000000001
-0.00999999999999979,0.0200000000000005,-0.0300000000000003
-0.0299999999999994,0.32,-0.35
0.56,0.17,0.39
0.0300000000000003,0.78,-0.75
-0.18,0.0300000000000003,-0.21
-0.0300000000000003,0,-0.0300000000000003
0.00999999999999979,0.0199999999999996,-0.00999999999999979
0.0699999999999994,0.109999999999999,-0.04
-0.04,0.0899999999999999,-0.13
0.04,0.04,0
0.13,0.12,0.00999999999999979
0.0200000000000005,0.12,-0.0999999999999996
0.0199999999999996,0.0800000000000001,-0.0600000000000005
-0.0199999999999996,0.0300000000000003,-0.0499999999999998
0.0700000000000003,0.0300000000000003,0.04
0.0499999999999998,-0.0300000000000003,0.0800000000000001
0.0600000000000005,0.460000000000001,-0.4
0.17,0.0299999999999994,0.140000000000001
-0.04,0.0899999999999999,-0.13
0.17,0.29,-0.12
0.0800000000000001,0.0899999999999999,-0.00999999999999979
0.04,0.13,-0.0899999999999999
0.19,-0.0100000000000007,0.2
0.0200000000000005,0.0800000000000001,-0.0599999999999996
-0.0499999999999998,0.0300000000000003,-0.0800000000000001
0.0900000000000008,0.0500000000000007,0.04
0.100000000000001,0.100000000000001,0
0.0499999999999998,0.00999999999999979,0.04
0.0600000000000005,0.0500000000000007,0.00999999999999979
0.0800000000000001,0.109999999999999,-0.0299999999999994
0.04,0.0699999999999994,-0.0299999999999994
0.12,0.0599999999999996,0.0600000000000005
0.0800000000000001,0.0900000000000008,-0.0100000000000007
0.420000000000001,0.100000000000001,0.32
0.0599999999999996,0.11,-0.0500000000000007
0.0500000000000007,0.11,-0.0599999999999996
0.0300000000000003,-0.0199999999999996,0.0499999999999998
0.0699999999999994,0.0899999999999999,-0.0200000000000005
0.359999999999999,0.33,0.0299999999999994
0.46,0.0700000000000003,0.39
0.00999999999999979,0,0.00999999999999979
0.0999999999999996,0.18,-0.0800000000000001
-0.0599999999999996,0.28,-0.34
0.100000000000001,0.12,-0.0199999999999996
0.15,0.19,-0.04
0.04,0.32,-0.28
0.21,0.289999999999999,-0.0799999999999992
-0.00999999999999979,0.44,-0.45
0.100000000000001,0.24,-0.14
0.17,0.0800000000000001,0.0899999999999999
0.15,0.100000000000001,0.0499999999999998
0.109999999999999,0.239999999999999,-0.13
0.23,0.23,0
0.12,0.0899999999999999,0.0300000000000003
0.16,0.28,-0.12
0.00999999999999979,0.0299999999999994,-0.0199999999999996
0.28,0.11,0.17
0.0200000000000005,-0.0799999999999992,0.0999999999999996
0.0100000000000007,0.19,-0.18
-0.21,0.14,-0.35
-0.0700000000000003,0.0700000000000003,-0.140000000000001
0.0899999999999999,0.18,-0.0899999999999999
0,0.0699999999999994,-0.0699999999999994
0.04,0.21,-0.17
0.0499999999999998,0.11,-0.0600000000000005
0.0200000000000005,0.520000000000001,-0.5
0.0999999999999996,0.00999999999999979,0.0899999999999999
0.0700000000000003,0.14,-0.0699999999999994
-0.0200000000000005,0,-0.0200000000000005
0.04,0.0600000000000005,-0.0200000000000005
0.3,0.23,0.0700000000000003
0.0600000000000005,0.0200000000000005,0.04
0.0999999999999996,0.48,-0.38
0.00999999999999979,0.0599999999999996,-0.0499999999999998
0.00999999999999979,0.3,-0.29
0.21,0.42,-0.21
0.149999999999999,0.3,-0.15
0.0600000000000005,0.0899999999999999,-0.0299999999999994
0.100000000000001,0.220000000000001,-0.12
0.37,0.13,0.24
0.13,0.159999999999999,-0.0299999999999994
0.15,0.04,0.11
0.39,0.42,-0.0300000000000003
0.12,0.0499999999999998,0.0700000000000003
0.0800000000000001,0.19,-0.11
0.11,0.71,-0.6
0.04,0.14,-0.0999999999999996
0.15,0.260000000000001,-0.11
0.0700000000000003,0.31,-0.239999999999999
0.0199999999999996,0.0899999999999999,-0.0700000000000003
0,0.11,-0.11
0.0800000000000001,0.159999999999999,-0.0799999999999992
0.11,0.28,-0.17
-0.21,0.0900000000000008,-0.300000000000001
0.00999999999999979,0.14,-0.13
0.12,0.640000000000001,-0.520000000000001
-0.0199999999999996,0.0499999999999998,-0.0699999999999994
0.0800000000000001,0.22,-0.14
0.04,0.0499999999999998,-0.00999999999999979
-0.0199999999999996,0.130000000000001,-0.15
0.0899999999999999,-0.0899999999999999,0.18
-0.140000000000001,0,-0.140000000000001
0.0800000000000001,0.380000000000001,-0.300000000000001
0.16,0.0899999999999999,0.0700000000000003
0.22,0.54,-0.32
0.260000000000001,0.180000000000001,0.0800000000000001
0.109999999999999,0.0999999999999996,0.00999999999999979
-0.0300000000000003,0.0399999999999992,-0.0699999999999994
0.0500000000000007,-0.0999999999999996,0.15
0.24,0.00999999999999979,0.23
0.15,0.11,0.04
0.04,0.180000000000001,-0.140000000000001
-0.00999999999999979,0.180000000000001,-0.19
0.12,0.73,-0.61
0.0699999999999994,0.0699999999999994,0
0.0500000000000007,0.13,-0.0799999999999992
0.27,0.359999999999999,-0.0899999999999999
-0.140000000000001,0.0499999999999998,-0.19
0.0800000000000001,0.0300000000000003,0.0499999999999998
-0.00999999999999979,0.109999999999999,-0.119999999999999
0.0200000000000005,0.140000000000001,-0.12
0.0199999999999996,0.39,-0.37
0.25,0.71,-0.46
0.640000000000001,0.720000000000001,-0.0800000000000001
0.15,0.61,-0.46
0.16,0.130000000000001,0.0299999999999994
-0.0300000000000003,0.28,-0.310000000000001
0.0899999999999999,0.11,-0.0200000000000005
0.00999999999999979,0.12,-0.11
0.14,0.26,-0.12
0.48,0.52,-0.04
0.12,0.12,0
0.140000000000001,0.13,0.0100000000000007
0.0699999999999994,0.22,-0.15
0.21,0.17,0.04
0.0299999999999994,0.18,-0.15
0.0700000000000003,0.14,-0.0699999999999994
0.04,0.17,-0.13
0.04,0.25,-0.21
0.00999999999999979,0.17,-0.16
0.100000000000001,0.41,-0.31
0.0599999999999996,0.18,-0.12
0.0800000000000001,0.24,-0.16
0.22,0.109999999999999,0.11
0.04,0.13,-0.0899999999999999
0.0800000000000001,0.159999999999999,-0.0799999999999992
0.0800000000000001,0.19,-0.11
0.109999999999999,0.18,-0.0700000000000003
0.37,0.2,0.17
0.0499999999999998,0.17,-0.12
0.21,0.2,0.00999999999999979
0.31,0.33,-0.0200000000000005
0.04,0.19,-0.15
0.19,0.21,-0.0199999999999996
0.45,0.149999999999999,0.300000000000001
0.04,0.34,-0.3
0,-0.00999999999999979,0.00999999999999979
0.55,0.21,0.34
0,-0.00999999999999979,0.00999999999999979
0.0999999999999996,0.21,-0.11
0,0.04,-0.04
0.11,0.0700000000000003,0.04
0.0700000000000003,0.27,-0.2
0.04,0.210000000000001,-0.170000000000001
0.27,0.18,0.0899999999999999
-0.2,0.0299999999999994,-0.23
0.0600000000000005,0.130000000000001,-0.0700000000000003
0.19,0.25,-0.0599999999999996
0.170000000000001,0.69,-0.52
0.0300000000000003,0.13,-0.0999999999999996
0.0800000000000001,0.17,-0.0899999999999999
0.13,0.19,-0.0600000000000005
0.11,0.16,-0.0499999999999998
0.350000000000001,0.45,-0.0999999999999996
0.25,0.18,0.0700000000000003
0.0800000000000001,0.29,-0.21
0.19,0.24,-0.0499999999999998
-0.0200000000000005,-0.0200000000000005,0
-0.0800000000000001,0.12,-0.2
0.39,0.0300000000000003,0.359999999999999
-0.0899999999999999,-0.0300000000000003,-0.0599999999999996
-0.3,-0.2,-0.0999999999999996
-0.0100000000000007,-0.0300000000000003,0.0199999999999996
0.00999999999999979,0,0.00999999999999979
-0.26,-0.3,0.04
-0.49,-0.32,-0.17
-0.13,0.23,-0.36
-0.0700000000000003,-0.0600000000000005,-0.00999999999999979
-0.100000000000001,-0.24,0.14
0.0899999999999999,0.16,-0.0700000000000003
-0.00999999999999979,0.25,-0.26
-0.0200000000000005,0.04,-0.0600000000000005
0.0300000000000003,0,0.0300000000000003
0.0200000000000005,-0.0300000000000003,0.0500000000000007
0.00999999999999979,-0.140000000000001,0.15
-0.00999999999999979,0.510000000000001,-0.520000000000001
0.00999999999999979,-0.0200000000000005,0.0300000000000003
-0.11,0.00999999999999979,-0.12
0.0399999999999992,0.359999999999999,-0.32
0,0.27,-0.27
0.0299999999999994,0.17,-0.140000000000001
-0.0600000000000005,-0.100000000000001,0.04
0.5,0.0699999999999994,0.430000000000001
0.00999999999999979,0.2,-0.19
0.31,0.819999999999999,-0.51
0.04,0.0899999999999999,-0.0499999999999998
0.0500000000000007,-0.21,0.260000000000001
0.0899999999999999,0.04,0.0499999999999998
0.0999999999999996,-0.04,0.14
-0.0800000000000001,0.0999999999999996,-0.18
-0.2,0.23,-0.430000000000001
-0.79,0.13,-0.92
-0.25,-0.0700000000000003,-0.18
-0.29,-0.0600000000000005,-0.23
-0.220000000000001,0.0299999999999994,-0.25
-0.04,-0.0499999999999998,0.00999999999999979
-0.35,-0.19,-0.16
-0.0700000000000003,0.00999999999999979,-0.0800000000000001
-0.42,-0.27,-0.15
-0.0700000000000003,-0.0200000000000005,-0.0499999999999998
-0.0600000000000005,0.0299999999999994,-0.0899999999999999
-0.489999999999999,-0.44,-0.0499999999999998
-0.51,0.3,-0.81
0.0199999999999996,0.0699999999999994,-0.0499999999999998
-0.0799999999999992,0.0200000000000005,-0.0999999999999996
0.0100000000000007,0.59,-0.579999999999999
-0.0200000000000005,0.0800000000000001,-0.100000000000001
0.15,0.16,-0.00999999999999979
0.100000000000001,-0.0599999999999996,0.16
-0.13,-0.0200000000000005,-0.109999999999999
0.0499999999999998,0.16,-0.11
0,0.0800000000000001,-0.0800000000000001
-0.23,0.16,-0.39
-0.13,0.11,-0.24
-0.04,0.970000000000001,-1.01
-0.0800000000000001,0.0499999999999998,-0.13
-0.04,0.00999999999999979,-0.0499999999999998
0.12,0.0499999999999998,0.0700000000000003
-0.38,-0.36,-0.0199999999999996
-0.24,0.04,-0.28
-0.0300000000000003,0.0699999999999994,-0.0999999999999996
-0.45,-0.35,-0.100000000000001
-0.16,0.44,-0.600000000000001
-0.46,0.0799999999999992,-0.539999999999999
-0.28,-0.0200000000000005,-0.26
-0.51,-0.46,-0.0499999999999998
0.0499999999999998,-0.0100000000000007,0.0600000000000005
0.140000000000001,0.0900000000000008,0.0499999999999998
-0.52,-0.529999999999999,0.00999999999999979
-0.359999999999999,-0.48,0.12
-0.17,-0.130000000000001,-0.0399999999999992
-0.25,-0.29,0.04
0.2,-0.00999999999999979,0.21
0.0599999999999996,0.55,-0.49
-0.149999999999999,-0.0800000000000001,-0.0699999999999994
-0.19,-0.199999999999999,0.00999999999999979
-0.00999999999999979,0.0599999999999996,-0.0699999999999994
-0.13,-0.100000000000001,-0.0299999999999994
0.0299999999999994,-0.0300000000000003,0.0599999999999996
-0.0700000000000003,-0.00999999999999979,-0.0600000000000005
-0.0700000000000003,-0.11,0.04
0.12,0.2,-0.0800000000000001
0.3,-0.26,0.56
0.0199999999999996,0.14,-0.12
0.5,-0.17,0.67
-0.0899999999999999,0.00999999999999979,-0.0999999999999996
0.38,-0.29,0.67
-0.3,-0.4,0.100000000000001
0.0899999999999999,0.0600000000000005,0.0299999999999994
-0.22,-0.29,0.0700000000000003
0.16,0.16,0
-0.0499999999999998,0.300000000000001,-0.350000000000001
-0.310000000000001,-0.18,-0.130000000000001
-0.23,-0.319999999999999,0.0899999999999999
0.17,0.32,-0.15
-0.00999999999999979,0.19,-0.199999999999999
0.0899999999999999,0.71,-0.62
0.0899999999999999,-0.0499999999999998,0.14
-0.69,-0.100000000000001,-0.59
0.17,0.00999999999999979,0.16
-0.29,-0.159999999999999,-0.130000000000001
-0.0500000000000007,-0.11,0.0599999999999996
-0.27,0,-0.27
-0.13,-0.19,0.0599999999999996
-0.46,-0.2,-0.26
-0.46,-0.47,0.00999999999999979
-0.35,0.130000000000001,-0.48
-0.28,-0.4,0.12
0.44,-0.359999999999999,0.8
-0.46,-0.29,-0.17
-0.0999999999999996,-0.0699999999999994,-0.0300000000000003
0.140000000000001,0.140000000000001,0
-0.4,-0.36,-0.04
-0.35,-0.0800000000000001,-0.27
-0.23,-0.15,-0.0800000000000001
0.04,0.21,-0.17
-0.0300000000000003,0.680000000000001,-0.710000000000001
-0.29,-0.19,-0.100000000000001
0.0700000000000003,-0.0999999999999996,0.17
-0.0499999999999998,0.0899999999999999,-0.14
-0.0599999999999996,-0.0899999999999999,0.0300000000000003
-0.46,-0.29,-0.17
0.0800000000000001,-0.23,0.310000000000001
-0.180000000000001,0.399999999999999,-0.58
-0.37,-0.22,-0.15
-0.17,-0.0799999999999992,-0.0900000000000008
-0.33,0.0800000000000001,-0.41
0.00999999999999979,0.04,-0.0300000000000003
-0.15,0.14,-0.29
-0.33,-0.0899999999999999,-0.24
-0.149999999999999,-0.0300000000000003,-0.119999999999999
-0.27,-0.34,0.0700000000000003
-0.119999999999999,-0.00999999999999979,-0.109999999999999
-0.42,-0.369999999999999,-0.0500000000000007
-0.43,0.14,-0.569999999999999
-0.0999999999999996,0.33,-0.43
-0.49,-0.0300000000000003,-0.46
-0.48,0.47,-0.95
0.0800000000000001,0.19,-0.11
-0.04,0.16,-0.2
-0.62,-0.44,-0.18
-0.27,-0.3,0.0300000000000003
-0.220000000000001,0.0499999999999998,-0.27
-0.18,0.61,-0.79
-0.27,-0.19,-0.0800000000000001
-0.36,-0.29,-0.0700000000000003
-0.56,-0.42,-0.14
-0.0899999999999999,-0.180000000000001,0.0900000000000008
-0.67,-0.7,0.0300000000000003
-0.22,-0.0600000000000005,-0.159999999999999
-0.5,-0.12,-0.38
-0.41,-0.220000000000001,-0.19
0.12,0.0500000000000007,0.0699999999999994
-0.63,-0.14,-0.49
-0.67,-0.27,-0.399999999999999
-0.27,-0.13,-0.14
-0.36,-0.32,-0.04
-0.340000000000001,0.00999999999999979,-0.350000000000001
-0.52,-0.359999999999999,-0.16
-0.0900000000000008,0.0199999999999996,-0.11
-0.149999999999999,0.51,-0.659999999999999
-0.35,-0.16,-0.19
-0.15,0.279999999999999,-0.43
-0.52,-0.35,-0.17
-0.0999999999999996,-0.18,0.0800000000000001
-0.17,-0.0899999999999999,-0.0800000000000001
-0.34,-0.17,-0.17
-0.29,-0.17,-0.12
-0.14,-0.0800000000000001,-0.0599999999999996
-0.75,-0.5,-0.25
0.00999999999999979,-0.00999999999999979,0.0199999999999996
-0.49,-0.300000000000001,-0.19
-0.21,-0.109999999999999,-0.100000000000001
-0.2,-0.25,0.0499999999999998
-0.58,-0.21,-0.37
-0.17,0.13,-0.3
0.0499999999999998,0.14,-0.0899999999999999
-0.35,-0.32,-0.0299999999999994
-0.4,-0.17,-0.23
-0.430000000000001,-0.37,-0.0600000000000005
-0.0200000000000005,0.0299999999999994,-0.0499999999999998
-0.49,-0.41,-0.0800000000000001
-0.0700000000000003,0.27,-0.34
-0.48,-0.4,-0.0800000000000001
-0.24,0.21,-0.45
-0.22,-0.23,0.0100000000000007
-0.359999999999999,-0.22,-0.14
0.11,-0.0700000000000003,0.180000000000001
-0.760000000000001,-0.73,-0.0300000000000003
-0.16,-0.31,0.149999999999999
-0.42,-0.510000000000001,0.0900000000000008
-0.670000000000001,-0.58,-0.0900000000000008
-0.140000000000001,0.25,-0.390000000000001
-0.71,-0.840000000000001,0.130000000000001
-0.26,-0.13,-0.13
-0.520000000000001,-0.560000000000001,0.04
0.489999999999999,0.68,-0.19
-0.28,-0.19,-0.0899999999999999
0.0900000000000008,-0.399999999999999,0.49
-0.56,-0.16,-0.399999999999999
-0.22,,
-0.76,0.520000000000001,-1.28
-0.76,0.47,-1.23
-0.28,0.43,-0.71
-0.62,0.12,-0.74
-0.149999999999999,0.23,-0.38
-0.24,-0.53,0.29
-0.0800000000000001,0.48,-0.560000000000001
-0.32,0.359999999999999,-0.68
-0.6,0.00999999999999979,-0.609999999999999
-0.24,-0.0499999999999998,-0.19
-0.17,-0.199999999999999,0.0299999999999994
-0.609999999999999,-0.0299999999999994,-0.58
0.0600000000000005,0.0100000000000007,0.0499999999999998
-0.109999999999999,-0.0499999999999998,-0.0599999999999996
-0.109999999999999,-0.0499999999999998,-0.0599999999999996
-0.0100000000000007,-0.11,0.0999999999999996
-0.00999999999999979,-0.27,0.26
-0.54,-0.489999999999999,-0.0500000000000007
0.0499999999999998,-0.0700000000000003,0.12
-0.130000000000001,-0.0500000000000007,-0.0800000000000001
0.489999999999999,,
-0.0300000000000003,-0.04,0.00999999999999979
-0.00999999999999979,-0.25,0.24
-0.100000000000001,-0.100000000000001,0
,0.00999999999999979,
0.29,-0.109999999999999,0.399999999999999
0.39,0.11,0.279999999999999
0.19,0.12,0.0700000000000003
,-0.41,
0.0700000000000003,-0.0299999999999994,0.0999999999999996
0.0699999999999994,-0.48,0.55
-0.19,0,-0.19
-0.0700000000000003,0.0899999999999999,-0.16
-0.41,-0.359999999999999,-0.0500000000000007
-0.38,-0.100000000000001,-0.279999999999999
0.11,0.5,-0.39
-0.0299999999999994,0.0556646900000004,-0.0856646899999998
